step,time_s,input_acc_m_s2,input_vel_m_s,incident_force,base_relative_velocity_m_s,dashpot_force,net_boundary_force,base_relative_displacement_m,base_relative_acceleration_m_s2,surface_acceleration_m_s2,impedance_c
3908,1.9540000000e+01,3.8750078790e-01,-2.7336414855e-02,-1.0589029200e+02,-4.7755664768e-02,-9.2493132578e+01,-1.3397159420e+01,1.7754843198e-01,3.0753803277e-01,-1.2136059899e+00,1.9367991845e+03
3909,1.9545000000e+01,4.5199937970e-01,-2.5237664436e-02,-9.7760575798e+01,-4.2546135281e-02,-8.2403320116e+01,-1.5357255682e+01,1.7732654321e-01,2.3552339832e-01,-1.1780598041e+00,1.9367991845e+03
3910,1.9550000000e+01,4.7389392630e-01,-2.2922931171e-02,-8.8794228798e+01,-3.7310124823e-02,-7.2262219331e+01,-1.6532009467e+01,1.7713115810e-01,1.5855392150e-01,-1.0294588624e+00,1.9367991845e+03
3911,1.9555000000e+01,4.5058477770e-01,-2.0611734411e-02,-7.9841580798e+01,-3.2461803393e-02,-6.2871994340e+01,-1.6969586458e+01,1.7696096553e-01,9.1790249230e-02,-8.0013514121e-01,1.9367991845e+03
3912,1.9560000000e+01,3.9794314050e-01,-1.8490414616e-02,-7.1624439898e+01,-2.8723120929e-02,-5.5630917192e+01,-1.5993522706e+01,1.7681231864e-01,-1.4526434936e-01,-5.8965232321e-01,1.9367991845e+03
3913,1.9565000000e+01,3.4336030050e-01,-1.6637156013e-02,-6.4445660398e+01,-2.6619095732e-02,-5.1555842905e+01,-1.2889817493e+01,1.7667771373e-01,-3.4682888351e-01,-4.3780381100e-01,1.9367991845e+03
3914,1.9570000000e+01,3.0557983230e-01,-1.5014805681e-02,-5.8161326798e+01,-2.5677399306e-02,-4.9731966036e+01,-8.4293607621e+00,1.7655008152e-01,-4.3857755253e-01,-3.2844257173e-01,1.9367991845e+03
3915,1.9575000000e+01,2.8573253460e-01,-1.3536524764e-02,-5.2435060248e+01,-2.5217277961e-02,-4.8840803390e+01,-3.5942568575e+00,1.7642551876e-01,-4.4477286771e-01,-1.9424200726e-01,1.9367991845e+03
3916,1.9580000000e+01,2.7579745710e-01,-1.2132699785e-02,-4.6997206098e+01,-2.4853698930e-02,-4.8136623819e+01,1.1394177215e+00,1.7630284070e-01,-4.3247764259e-01,1.4379225726e-02,1.9367991845e+03
3917,1.9585000000e+01,2.6589328110e-01,-1.0778472939e-02,-4.1751475198e+01,-2.4524968777e-02,-4.7499939527e+01,5.7484643286e+00,1.7618180423e-01,-4.2230170817e-01,2.6104422774e-01,1.9367991845e+03
3918,1.9590000000e+01,2.4168239730e-01,-9.5095337432e-03,-3.6836114398e+01,-2.4255792738e-02,-4.6978599595e+01,1.0142485197e+01,1.7606206686e-01,-3.9315232530e-01,4.8061977815e-01,1.9367991845e+03
3919,1.9595000000e+01,1.8678916890e-01,-8.4383548277e-03,-3.2686797498e+01,-2.4127067740e-02,-4.6729285123e+01,1.4042487625e+01,1.7594291380e-01,-3.3765062967e-01,6.2920972865e-01,1.9367991845e+03
3920,1.9600000000e+01,9.9590825700e-02,-7.7224048412e-03,-2.9913494798e+01,-2.4319733603e-02,-4.7102440209e+01,1.7188945411e+01,1.7582293098e-01,-2.6578186620e-01,7.1130565280e-01,1.9367991845e+03
3921,1.9605000000e+01,1.6764524820e-03,-7.4692366458e-03,-2.8932822889e+01,-2.4980425801e-02,-4.8382068321e+01,1.9449245432e+01,1.7569997594e-01,-1.8799379225e-01,7.7398438624e-01,1.9367991845e+03
3922,1.9610000000e+01,-8.0251666380e-02,-7.6656746805e-03,-2.9693744940e+01,-2.6085206589e-02,-5.0521806849e+01,2.0828061909e+01,1.7557181526e-01,-1.1495493472e-01,8.4328956671e-01,1.9367991845e+03
3923,1.9615000000e+01,-1.3535563320e-01,-8.2046929295e-03,-3.1781685150e+01,-2.7488280393e-02,-5.3239279048e+01,2.1457593898e+01,1.7543680355e-01,-5.6032940235e-02,9.0638091637e-01,1.9367991845e+03
3924,1.9620000000e+01,-1.6984867230e-01,-8.9677036932e-03,-3.4737282400e+01,-2.9028137119e-02,-5.6221672301e+01,2.1484389901e+01,1.7529404002e-01,-5.9841615173e-03,9.4704801087e-01,1.9367991845e+03
3925,1.9625000000e+01,-1.9533583710e-01,-9.8806649667e-03,-3.8273727700e+01,-3.0534190640e-02,-5.9138595530e+01,2.0864867830e+01,1.7514334226e-01,6.3447968800e-02,9.6068138291e-01,1.9367991845e+03
3926,1.9630000000e+01,-2.2111220070e-01,-1.0921785061e-02,-4.2306608800e+01,-3.1875426601e-02,-6.1736300246e+01,1.9429691446e+01,1.7498524950e-01,1.5523984048e-01,9.5295123209e-01,1.9367991845e+03
3927,1.9635000000e+01,-2.5419201120e-01,-1.2110045591e-02,-4.6909452850e+01,-3.2983935806e-02,-6.3883259971e+01,1.6973807121e+01,1.7482074696e-01,2.5688918267e-01,9.1584761860e-01,1.9367991845e+03
3928,1.9640000000e+01,-2.9685589740e-01,-1.3487665362e-02,-5.2245798550e+01,-3.3975877472e-02,-6.5804451780e+01,1.3558653230e+01,1.7465069861e-01,3.3534314181e-01,7.9265994384e-01,1.9367991845e+03
3929,1.9645000000e+01,-3.4074289440e-01,-1.5081662342e-02,-5.8420302650e+01,-3.5044092017e-02,-6.7873368841e+01,9.4530661907e+00,1.7447516729e-01,3.8549739563e-01,5.3761969933e-01,1.9367991845e+03
3930,1.9650000000e+01,-3.7085086350e-01,-1.6860646737e-02,-6.5311373700e+01,-3.6256294470e-02,-7.0221161562e+01,4.9097878619e+00,1.7429364406e-01,4.1571839340e-01,2.1281641674e-01,1.9367991845e+03
3931,1.9655000000e+01,-3.7821366090e-01,-1.8733308048e-02,-7.2565311500e+01,-3.7535928675e-02,-7.2699556047e+01,1.3424454708e-01,1.7410575780e-01,4.3049642878e-01,-6.9740088180e-02,1.9367991845e+03
3932,1.9660000000e+01,-3.6639810450e-01,-2.0594837461e-02,-7.9776128800e+01,-3.8759998091e-02,-7.5070332694e+01,-4.7057961056e+00,1.7391166178e-01,4.3290869758e-01,-2.5993706017e-01,1.9367991845e+03
3933,1.9665000000e+01,-3.4271970750e-01,-2.2367631991e-02,-8.6643222800e+01,-3.9846549241e-02,-7.7174764076e+01,-9.4684587242e+00,1.7371197872e-01,4.2251674178e-01,-3.7561093884e-01,1.9367991845e+03
3934,1.9670000000e+01,-3.1000012020e-01,-2.3999431560e-02,-9.2964158950e+01,-4.0767582318e-02,-7.8958620187e+01,-1.4005538763e+01,1.7350756179e-01,3.9807168675e-01,-4.6906519474e-01,1.9367991845e+03
3935,1.9675000000e+01,-2.7195497820e-01,-2.5454319306e-02,-9.8599809750e+01,-4.1520099573e-02,-8.0416094994e+01,-1.8183714756e+01,1.7329930314e-01,3.6270757214e-01,-5.8765775203e-01,1.9367991845e+03
3936,1.9680000000e+01,-2.3563472850e-01,-2.6723293573e-02,-1.0351530640e+02,-4.2130395933e-02,-8.1598116486e+01,-2.1917189914e+01,1.7308798746e-01,3.1996145930e-01,-7.3333375671e-01,1.9367991845e+03
3937,1.9685000000e+01,-2.0348147250e-01,-2.7821084076e-02,-1.0776770590e+02,-4.2661728532e-02,-8.2627201030e+01,-2.5140504869e+01,1.7287414182e-01,2.6909504899e-01,-8.7831037708e-01,1.9367991845e+03
3938,1.9690000000e+01,-1.7195566410e-01,-2.8759676917e-02,-1.1140343760e+02,-4.3183690974e-02,-8.3638137463e+01,-2.7765300137e+01,1.7265797018e-01,2.0748734340e-01,-1.0031201754e+00,1.9367991845e+03
3939,1.9695000000e+01,-1.3854927870e-01,-2.9535939274e-02,-1.1441036620e+02,-4.3744665842e-02,-8.4724633130e+01,-2.9685733070e+01,1.7243940238e-01,1.3577078397e-01,-1.0995514226e+00,1.9367991845e+03
3940,1.9700000000e+01,-1.0168339680e-01,-3.0136520963e-02,-1.1673677845e+02,-4.4358394727e-02,-8.5913302733e+01,-3.0823475717e+01,1.7221822147e-01,5.9540043934e-02,-1.1640672071e+00,1.9367991845e+03
3941,1.9705000000e+01,-6.1266971790e-02,-3.0543896884e-02,-1.1831478915e+02,-4.4994799409e-02,-8.7145890803e+01,-3.1168898352e+01,1.7199425362e-01,-1.2927832232e-02,-1.1969534885e+00,1.9367991845e+03
3942,1.9710000000e+01,-1.9964899980e-02,-3.0746976564e-02,-1.1910143827e+02,-4.5663348525e-02,-8.8440736184e+01,-3.0660702086e+01,1.7176740271e-01,-9.6449111071e-02,-1.1989972050e+00,1.9367991845e+03
3943,1.9715000000e+01,1.9316900430e-02,-3.0748596563e-02,-1.1910771349e+02,-4.6304312300e-02,-8.9682154301e+01,-2.9425559194e+01,1.7153758931e-01,-1.5149545060e-01,-1.1577165482e+00,1.9367991845e+03
3944,1.9720000000e+01,5.0315696010e-02,-3.0574515072e-02,-1.1843339171e+02,-4.6868490548e-02,-9.0774854272e+01,-2.7658537443e+01,1.7130506230e-01,-1.9688065949e-01,-1.0681689366e+00,1.9367991845e+03
3945,1.9725000000e+01,5.9613319710e-02,-3.0299692532e-02,-1.1736883957e+02,-4.7475254476e-02,-9.1950034153e+01,-2.5418805422e+01,1.7106979554e-01,-2.4540003573e-01,-9.3710891205e-01,1.9367991845e+03
3946,1.9730000000e+01,3.7006939890e-02,-3.0058141883e-02,-1.1643316937e+02,-4.8381838002e-02,-9.3705904387e+01,-2.2727264988e+01,1.7083068343e-01,-2.9361163291e-01,-7.7421298719e-01,1.9367991845e+03
3947,1.9735000000e+01,-9.8389100700e-03,-2.9990221809e-02,-1.1617007428e+02,-4.9797155073e-02,-9.6447089336e+01,-1.9722984949e+01,1.7058541281e-01,-3.2220423745e-01,-5.8768355998e-01,1.9367991845e+03
3948,1.9740000000e+01,-5.7812331240e-02,-3.0159349912e-02,-1.1682520863e+02,-5.1723454053e-02,-1.0017794363e+02,-1.6647265000e+01,1.7033131276e-01,-3.2661011306e-01,-3.8312553287e-01,1.9367991845e+03
3949,1.9745000000e+01,-8.5312135260e-02,-3.0517161078e-02,-1.1821122538e+02,-5.3988241214e-02,-1.0456438156e+02,-1.3646843824e+01,1.7006637596e-01,-3.2047563993e-01,-1.8700078046e-01,1.9367991845e+03
3950,1.9750000000e+01,-8.3933967600e-02,-3.0940276335e-02,-1.1985020395e+02,-5.6346165267e-02,-1.0913120694e+02,-1.0718997011e+01,1.6978976763e-01,-3.1461549519e-01,-3.5274230497e-02,1.9367991845e+03
3951,1.9755000000e+01,-6.1714268550e-02,-3.1304396926e-02,-1.2126066087e+02,-5.8576087462e-02,-1.1345011843e+02,-7.8105424462e+00,1.6950180049e-01,-3.1025566349e-01,7.4235445132e-02,1.9367991845e+03
3952,1.9760000000e+01,-3.7484755560e-02,-3.1552394486e-02,-1.2222130382e+02,-6.0565366774e-02,-1.1730295298e+02,-4.9183508430e+00,1.6920348672e-01,-3.0183885554e-01,1.5682112720e-01,1.9367991845e+03
3953,1.9765000000e+01,-2.9111587020e-02,-3.1718885343e-02,-1.2286622253e+02,-6.2334092041e-02,-1.2072861863e+02,-2.1376038983e+00,1.6889590080e-01,-2.8160951803e-01,2.1081512360e-01,1.9367991845e+03
3954,1.9770000000e+01,-4.2453275310e-02,-3.1897797498e-02,-1.2355925636e+02,-6.3982506940e-02,-1.2392126726e+02,3.6201089824e-01,1.6857971879e-01,-2.4585066919e-01,2.3633130454e-01,1.9367991845e+03
3955,1.9775000000e+01,-7.1826387120e-02,-3.2183496654e-02,-1.2466594015e+02,-6.5610464881e-02,-1.2707429488e+02,2.4083547269e+00,1.6825512836e-01,-1.9678537250e-01,2.3501209831e-01,1.9367991845e+03
3956,1.9780000000e+01,-1.0581968520e-01,-3.2627611835e-02,-1.2638626399e+02,-6.7260162653e-02,-1.3026942818e+02,3.8831641866e+00,1.6792204478e-01,-1.3959333435e-01,2.0105725467e-01,1.9367991845e+03
3957,1.9785000000e+01,-1.3087776060e-01,-3.3219355450e-02,-1.2867844109e+02,-6.8888359169e-02,-1.3342291786e+02,4.7444767710e+00,1.6758049955e-01,-8.0501040543e-02,1.6203806401e-01,1.9367991845e+03
3958,1.9790000000e+01,-1.3590018630e-01,-3.3886300317e-02,-1.3126191764e+02,-7.0371666535e-02,-1.3629578636e+02,5.0338687177e+00,1.6723105216e-01,-2.6506591013e-02,1.4963976181e-01,1.9367991845e+03
3959,1.9795000000e+01,-1.1960332380e-01,-3.4525059092e-02,-1.3373621259e+02,-7.1509266257e-02,-1.3849908857e+02,4.7628759804e+00,1.6687505415e-01,3.7141870720e-02,1.7431703998e-01,1.9367991845e+03
3960,1.9800000000e+01,-9.0651865410e-02,-3.5050697065e-02,-1.3577232298e+02,-7.2191360527e-02,-1.3982016820e+02,4.0478452121e+00,1.6651478205e-01,7.1889086044e-02,2.2125598493e-01,1.9367991845e+03
3961,1.9805000000e+01,-5.8718559420e-02,-3.5424123127e-02,-1.3721882557e+02,-7.2466248292e-02,-1.4035257060e+02,3.1337450267e+00,1.6615242828e-01,8.9531602626e-02,2.5699252817e-01,1.9367991845e+03
3962,1.9810000000e+01,-2.8199188350e-02,-3.5641417497e-02,-1.3806053668e+02,-7.2410113837e-02,-1.4024384943e+02,2.1833127443e+00,1.6578984162e-01,9.1411408817e-02,2.4316874921e-01,1.9367991845e+03
3963,1.9815000000e+01,-1.1126050740e-03,-3.5714696980e-02,-1.3834439197e+02,-7.2115263925e-02,-1.3967278436e+02,1.3283923884e+00,1.6542841764e-01,8.0777808662e-02,1.6043790814e-01,1.9367991845e+03
3964,1.9820000000e+01,1.9221154830e-02,-3.5669425606e-02,-1.3816902885e+02,-7.1677998212e-02,-1.3882588848e+02,6.5685963402e-01,1.6506905287e-01,6.2685459084e-02,1.8538638194e-02,1.9367991845e+03
3965,1.9825000000e+01,3.1621720770e-02,-3.5542318417e-02,-1.3767666665e+02,-7.1182080829e-02,-1.3786539610e+02,1.8872945082e-01,1.6471216698e-01,4.5463509294e-02,-1.2674420734e-01,1.9367991845e+03
3966,1.9830000000e+01,3.9658661370e-02,-3.5364117462e-02,-1.3698638772e+02,-7.0660960809e-02,-1.3685609127e+02,-1.3029644968e-01,1.6435790075e-01,3.5847779727e-02,-2.1260539822e-01,1.9367991845e+03
3967,1.9835000000e+01,5.1220344780e-02,-3.5136919946e-02,-1.3610631580e+02,-7.0080076805e-02,-1.3573103561e+02,-3.7528018925e-01,1.6400646332e-01,3.3784325906e-02,-2.3798688707e-01,1.9367991845e+03
3968,1.9840000000e+01,7.4283154470e-02,-3.4823161198e-02,-1.3489094042e+02,-6.9346173244e-02,-1.3430961179e+02,-5.8132863397e-01,1.6365846447e-01,3.4341892570e-02,-2.2286561864e-01,1.9367991845e+03
3969,1.9845000000e+01,1.0783544400e-01,-3.4367864702e-02,-1.3312730466e+02,-6.8368803327e-02,-1.3241664253e+02,-7.1066212580e-01,1.6331501789e-01,2.3085603669e-02,-1.7930065973e-01,1.9367991845e+03
3970,1.9850000000e+01,1.3683311730e-01,-3.3756193299e-02,-1.3075793531e+02,-6.7145550626e-02,-1.3004744770e+02,-7.1048760937e-01,1.6297737895e-01,1.3362765753e-02,-1.2884621364e-01,1.9367991845e+03
3971,1.9855000000e+01,1.4047105770e-01,-3.3062932861e-02,-1.2807252281e+02,-6.5885302772e-02,-1.2760660068e+02,-4.6592212713e-01,1.6264610865e-01,-1.1850574840e-02,-7.5977333319e-02,1.9367991845e+03
3972,1.9860000000e+01,1.1230919640e-01,-3.2430982226e-02,-1.2562459986e+02,-6.4862849656e-02,-1.2562631432e+02,1.7144632489e-03,1.6232043973e-01,-4.0716808958e-02,-1.9918326719e-02,1.9367991845e+03
3973,1.9865000000e+01,7.3671098760e-02,-3.1966031488e-02,-1.2382356744e+02,-6.4286427121e-02,-1.2450989962e+02,6.8633218729e-01,1.6199846318e-01,-6.8964640965e-02,2.5746600044e-02,1.9367991845e+03
3974,1.9870000000e+01,5.5449396540e-02,-3.1643230250e-02,-1.2257316509e+02,-6.4098799076e-02,-1.2414650178e+02,1.5733366923e+00,1.6167812544e-01,-9.0195819757e-02,6.2136782066e-02,1.9367991845e+03
3975,1.9875000000e+01,6.5552823450e-02,-3.1340724700e-02,-1.2140138008e+02,-6.4040893292e-02,-1.2403434990e+02,2.6329698219e+00,1.6135834979e-01,-1.0348074043e-01,1.0010817349e-01,1.9367991845e+03
3976,1.9880000000e+01,8.3896071570e-02,-3.0967102462e-02,-1.1995411759e+02,-6.3900797930e-02,-1.2376301332e+02,3.8088957287e+00,1.6103918083e-01,-1.0811116929e-01,1.4813384581e-01,1.9367991845e+03
3977,1.9885000000e+01,8.6798311020e-02,-3.0540366506e-02,-1.1830111389e+02,-6.3653655440e-02,-1.2328434795e+02,4.9832340610e+00,1.6072105119e-01,-1.0065845293e-01,2.0810503087e-01,1.9367991845e+03
3978,1.9890000000e+01,6.9835094460e-02,-3.0148782992e-02,-1.1678427663e+02,-6.3396388191e-02,-1.2278607295e+02,6.0017963239e+00,1.6040409373e-01,-8.0982815016e-02,2.5871277591e-01,1.9367991845e+03
3979,1.9895000000e+01,4.4424516330e-02,-2.9863133965e-02,-1.1567778702e+02,-6.3211099604e-02,-1.2242720617e+02,6.7494191447e+00,1.6008803684e-01,-5.4243034338e-02,2.7382206373e-01,1.9367991845e+03
3980,1.9900000000e+01,1.9812560490e-02,-2.9702541273e-02,-1.1505571543e+02,-6.3115287021e-02,-1.2224163643e+02,7.1859210016e+00,1.5977245510e-01,-2.6535244555e-02,2.5054792633e-01,1.9367991845e+03
3981,1.9905000000e+01,-3.3807408390e-03,-2.9661461724e-02,-1.1489658976e+02,-6.3102852036e-02,-1.2221755236e+02,7.3209626061e+00,1.5945693231e-01,-7.2118275589e-04,2.1455905804e-01,1.9367991845e+03
3982,1.9910000000e+01,-2.5402416210e-02,-2.9733419617e-02,-1.1517532573e+02,-6.3162838133e-02,-1.2233373339e+02,7.1584076561e+00,1.5914108280e-01,2.5826247041e-02,2.0402497605e-01,1.9367991845e+03
3983,1.9915000000e+01,-4.2776240130e-02,-2.9903866257e-02,-1.1583556756e+02,-6.3278102048e-02,-1.2255697644e+02,6.7214088813e+00,1.5882462455e-01,4.9369867654e-02,2.3185491159e-01,1.9367991845e+03
3984,1.9920000000e+01,-5.0693165190e-02,-3.0137539771e-02,-1.1674072490e+02,-6.3397874256e-02,-1.2278895116e+02,6.0482262573e+00,1.5850746864e-01,7.0807126249e-02,2.6647140031e-01,1.9367991845e+03
3985,1.9925000000e+01,-4.6107578790e-02,-3.0379541631e-02,-1.1767814291e+02,-6.3438153566e-02,-1.2286696409e+02,5.1888211820e+00,1.5818990606e-01,8.8208492513e-02,2.7162658573e-01,1.9367991845e+03
3986,1.9930000000e+01,-2.9437122060e-02,-3.0568403383e-02,-1.1840971749e+02,-6.3316278908e-02,-1.2263091735e+02,4.2211998678e+00,1.5787265981e-01,9.7728794015e-02,2.3019691842e-01,1.9367991845e+03
3987,1.9935000000e+01,-6.9589864080e-03,-3.0659393654e-02,-1.1876217725e+02,-6.2999230914e-02,-1.2201685906e+02,3.2546818053e+00,1.5755671163e-01,9.5481027896e-02,1.5134046765e-01,1.9367991845e+03
3988,1.9940000000e+01,9.7475564070e-03,-3.0652422229e-02,-1.1873517275e+02,-6.2541154623e-02,-1.2112965727e+02,2.3944845193e+00,1.5724289803e-01,8.3302896694e-02,6.3452063319e-02,1.9367991845e+03
3989,1.9945000000e+01,1.3588380360e-02,-3.0594082387e-02,-1.1850918764e+02,-6.2053730667e-02,-1.2018561495e+02,1.6764273159e+00,1.5693154220e-01,7.0322866857e-02,-1.5906697818e-02,1.9367991845e+03
3990,1.9950000000e+01,1.1967307290e-02,-3.0530193168e-02,-1.1826170646e+02,-6.1603335760e-02,-1.1931329046e+02,1.0515840022e+00,1.5662252601e-01,6.4734774038e-02,-7.9074259108e-02,1.9367991845e+03
3991,1.9955000000e+01,1.9105504740e-02,-3.0452511138e-02,-1.1796079748e+02,-6.1139955574e-02,-1.1841581610e+02,4.5501862021e-01,1.5631580660e-01,6.5611048677e-02,-1.2251111586e-01,1.9367991845e+03
3992,1.9960000000e+01,3.6105871770e-02,-3.0314482697e-02,-1.1742613073e+02,-6.0562671277e-02,-1.1729773234e+02,-1.2839838930e-01,1.5601179859e-01,6.6310580004e-02,-1.4755381047e-01,1.9367991845e+03
3993,1.9965000000e+01,4.9834623420e-02,-3.0099631459e-02,-1.1659388333e+02,-5.9851914623e-02,-1.1592113943e+02,-6.7274389236e-01,1.5571115855e-01,6.2330828307e-02,-1.5235670179e-01,1.9367991845e+03
3994,1.9970000000e+01,5.1432142680e-02,-2.9846464543e-02,-1.1561321638e+02,-5.9103312916e-02,-1.1447124826e+02,-1.1419681183e+00,1.5541424745e-01,5.2291566739e-02,-1.3395927010e-01,1.9367991845e+03
3995,1.9975000000e+01,4.7266139790e-02,-2.9599718837e-02,-1.1465742261e+02,-5.8432702681e-02,-1.1317241090e+02,-1.4850117093e+00,1.5512088628e-01,3.5170695348e-02,-9.9706415408e-02,1.9367991845e+03
3996,1.9980000000e+01,4.6576143630e-02,-2.9365113129e-02,-1.1374865432e+02,-5.7889125366e-02,-1.1211961080e+02,-1.6290435206e+00,1.5483055288e-01,1.0772803798e-02,-6.4418840814e-02,1.9367991845e+03
3997,1.9985000000e+01,4.6702996740e-02,-2.9131915278e-02,-1.1284533951e+02,-5.7490323975e-02,-1.1134721259e+02,-1.4981269138e+00,1.5454259104e-01,-2.0657100201e-02,-3.9000404829e-02,1.9367991845e+03
3998,1.9990000000e+01,4.1097052620e-02,-2.8912415154e-02,-1.1199508419e+02,-5.7256922006e-02,-1.1089515985e+02,-1.0999243376e+00,1.5425616658e-01,-4.3993299648e-02,-2.4533308590e-02,1.9367991845e+03
3999,1.9995000000e+01,3.5658987030e-02,-2.8720525055e-02,-1.1125177901e+02,-5.7164333553e-02,-1.1071583461e+02,-5.3594440282e-01,1.5397048678e-01,-5.7218193524e-02,-9.4575063047e-03,1.9367991845e+03
4000,2.0000000000e+01,4.3353558630e-02,-2.8522993691e-02,-1.1048662184e+02,-5.7118691757e-02,-1.1062743562e+02,1.4081377497e-01,1.5368515552e-01,-6.6542743459e-02,1.5612576583e-02,1.9367991845e+03
4001,2.0005000000e+01,6.3294012090e-02,-2.8256374764e-02,-1.0945384720e+02,-5.6996829224e-02,-1.1039141236e+02,9.3756515958e-01,1.5340036797e-01,-7.5577338100e-02,4.1511063696e-02,1.9367991845e+03
4002,2.0010000000e+01,8.2016505000e-02,-2.7893098472e-02,-1.0804666075e+02,-5.6735844914e-02,-1.0988593816e+02,1.8392774163e+00,1.5311670411e-01,-8.0496328527e-02,5.6869165036e-02,1.9367991845e+03
4003,2.0015000000e+01,9.6252845670e-02,-2.7447425095e-02,-1.0632030108e+02,-5.6331464829e-02,-1.0910273514e+02,2.7824340625e+00,1.5283483888e-01,-7.8778707978e-02,6.5646675087e-02,1.9367991845e+03
4004,2.0020000000e+01,1.1712649500e-01,-2.6913976743e-02,-1.0425393642e+02,-5.5754897373e-02,-1.0798603977e+02,3.7321033491e+00,1.5255558238e-01,-7.6136889822e-02,7.9964409985e-02,1.9367991845e+03
4005,2.0025000000e+01,1.4747265090e-01,-2.6252478878e-02,-1.0169155937e+02,-5.4947128769e-02,-1.0642155419e+02,4.7299948239e+00,1.5228002885e-01,-7.9179928838e-02,1.0274186513e-01,1.9367991845e+03
4006,2.0030000000e+01,1.7212704480e-01,-2.5453479639e-02,-9.8596557216e+01,-5.3912601503e-02,-1.0441788263e+02,5.8213254105e+00,1.5200933394e-01,-8.5176690880e-02,1.2332451118e-01,1.9367991845e+03
4007,2.0035000000e+01,1.7813537550e-01,-2.4577823588e-02,-9.5204617366e+01,-5.2753190004e-02,-1.0217233538e+02,6.9677180147e+00,1.5174424980e-01,-8.5895613317e-02,1.3886912949e-01,1.9367991845e+03
4008,2.0040000000e+01,1.7059864680e-01,-2.3705988533e-02,-9.1827478516e+01,-5.1579996261e-02,-9.9900094696e+01,8.0726161800e+00,1.5148497241e-01,-7.8508884067e-02,1.6367038820e-01,1.9367991845e+03
4009,2.0045000000e+01,1.6458717690e-01,-2.2868023973e-02,-8.8581540366e+01,-5.0420959682e-02,-9.7655273594e+01,9.0737332284e+00,1.5123145742e-01,-6.8074267824e-02,2.0523885384e-01,1.9367991845e+03
4010,2.0050000000e+01,1.6819804170e-01,-2.2036060927e-02,-8.5358849666e+01,-4.9229229946e-02,-9.5347132413e+01,9.9882827468e+00,1.5098381517e-01,-6.1309045899e-02,2.5243898087e-01,1.9367991845e+03
4011,2.0055000000e+01,1.7649357390e-01,-2.1174331888e-02,-8.2020857466e+01,-4.7963217829e-02,-9.2895121178e+01,1.0874263712e+01,1.5074238031e-01,-5.9687018218e-02,2.9395068210e-01,1.9367991845e+03
4012,2.0060000000e+01,1.7809633170e-01,-2.0287857124e-02,-7.8587010266e+01,-4.6644913269e-02,-9.0341829981e+01,1.1754819716e+01,1.5050744994e-01,-5.8216543122e-02,3.3335663764e-01,1.9367991845e+03
4013,2.0065000000e+01,1.6637014440e-01,-1.9426690934e-02,-7.5251198316e+01,-4.5349212183e-02,-8.7832317174e+01,1.2581118859e+01,1.5027899611e-01,-5.0848797371e-02,3.7902893913e-01,1.9367991845e+03
4014,2.0070000000e+01,1.4070875400e-01,-1.8658993688e-02,-7.2277447516e+01,-4.4164415491e-02,-8.5537603907e+01,1.3260156391e+01,1.5005655909e-01,-3.5679746063e-02,4.2449215695e-01,1.9367991845e+03
4015,2.0075000000e+01,9.7583346540e-02,-1.8063263436e-02,-6.9969827786e+01,-4.3195110678e-02,-8.3660255135e+01,1.3690427349e+01,1.4983918295e-01,-1.3007835336e-02,4.5107615864e-01,1.9367991845e+03
4016,2.0080000000e+01,3.4429921560e-02,-1.7733230266e-02,-6.8691411836e+01,-4.2572534643e-02,-8.2454450379e+01,1.3763038543e+01,1.4962529207e-01,1.8264515288e-02,4.5144050910e-01,1.9367991845e+03
4017,2.0085000000e+01,-3.8577285450e-02,-1.7743598676e-02,-6.8731574891e+01,-4.2344837724e-02,-8.2013447172e+01,1.3281872281e+01,1.4941288664e-01,6.7605686876e-02,4.3527349583e-01,1.9367991845e+03
4018,2.0090000000e+01,-9.8982409500e-02,-1.8087497913e-02,-7.0063702416e+01,-4.2497245540e-02,-8.2308630505e+01,1.2244928089e+01,1.4920006420e-01,1.1399839544e-01,4.2680410033e-01,1.9367991845e+03
4019,2.0095000000e+01,-1.2746907990e-01,-1.8653626637e-02,-7.2256657716e+01,-4.2843954867e-02,-8.2980136848e+01,1.0723479132e+01,1.4898560885e-01,1.5206628996e-01,4.3023563250e-01,1.9367991845e+03
